run_id,run_dir,seed,model_name,generation,pure_count,dbr_count,matched_count,accuracy_pure_agg,accuracy_dbr_agg,pedagogy_pure_agg,pedagogy_dbr_agg,silent_pure_agg,silent_dbr_agg,accuracy_pure_matched,accuracy_dbr_matched,pedagogy_pure_matched,pedagogy_dbr_matched,silent_pure_matched,silent_dbr_matched,delta_accuracy_agg_dbr_minus_pure,delta_accuracy_matched_dbr_minus_pure,delta_pedagogy_agg_dbr_minus_pure,delta_pedagogy_matched_dbr_minus_pure,delta_silent_agg_dbr_minus_pure,delta_silent_matched_dbr_minus_pure,evaluation_mode
dbr_confirmatory_seed212_20260428_230709,outputs\runs\dbr_confirmatory_seed212_20260428_230709,212,qwen2.5:0.5b,2,48,50,48,0.3125,0.4,5.041666666666667,4.7,0.2708333333333333,0.22,0.3125,0.3958333333333333,5.041666666666667,4.729166666666667,0.2708333333333333,0.22916666666666666,0.08750000000000002,0.08333333333333331,-0.3416666666666668,-0.3125,-0.050833333333333314,-0.04166666666666666,inference_recycling_only
