csr_variant,branch,generation,sample_count,accuracy_mean,pedagogical_score_mean,silent_error_rate
k3,csr_medium,2.0,30,0.4666666666666667,5.033333333333333,0.1666666666666666
k3,dbr_medium,2.0,30,0.5666666666666667,5.566666666666666,0.2333333333333333
k3,pure_recycling,2.0,30,0.3333333333333333,3.733333333333333,0.3333333333333333
k5,csr_medium,2.0,30,0.3666666666666666,4.166666666666667,0.1
k5,dbr_medium,2.0,30,0.3666666666666666,4.533333333333333,0.2666666666666666
k5,pure_recycling,2.0,30,0.3666666666666666,4.866666666666666,0.3
