run_id,seed,evaluation_mode,generation,anchor_branch,comparison,delta_accuracy_mean,delta_pedagogical_score_mean,delta_silent_error_rate,delta_parse_failure_pred_rate
training_confirmatory_anchor20_seed71_20260425_141959,71,training_recycling_feasibility,0,anchor_20_append,anchor_20_append_minus_pure_recycling,0.07999999999999996,0.2599999999999998,-0.06999999999999998,-0.03
training_confirmatory_anchor20_seed71_20260425_141959,71,training_recycling_feasibility,1,anchor_20_append,anchor_20_append_minus_pure_recycling,0.0,0.34999999999999964,-0.019999999999999962,0.06
training_confirmatory_anchor20_seed72_20260426_101349,72,training_recycling_feasibility,0,anchor_20_append,anchor_20_append_minus_pure_recycling,-0.03275862068965518,-0.3003448275862075,0.1016091954022989,-0.014482758620689599
training_confirmatory_anchor20_seed72_20260426_101349,72,training_recycling_feasibility,1,anchor_20_append,anchor_20_append_minus_pure_recycling,-0.04999999999999999,0.1800000000000006,-0.010000000000000009,-0.04000000000000001
training_confirmatory_anchor20_seed73_20260426_103916,73,training_recycling_feasibility,0,anchor_20_append,anchor_20_append_minus_pure_recycling,0.10000000000000003,0.8400000000000007,0.010000000000000009,-0.009999999999999995
training_confirmatory_anchor20_seed73_20260426_103916,73,training_recycling_feasibility,1,anchor_20_append,anchor_20_append_minus_pure_recycling,-0.04999999999999999,0.28000000000000025,0.09,0.03
