seed,n_pairs,dbr_win_rate,pure_win_rate,tie_rate,margin
211,11,0.4545454545454545,0.0909090909090909,0.4545454545454545,0.3636363636363636
212,14,0.1428571428571428,0.3571428571428571,0.5,-0.2142857142857143
213,14,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.2857142857142857
