selected_pairs,successful_pairs,failures,dbr_wins,pure_wins,ties,dbr_win_rate,pure_win_rate,tie_rate,margin
48,39,9,13,8,18,0.3333333333333333,0.20512820512820512,0.46153846153846156,0.1282051282051282
