model_name,branch,generation,seed_count,run_count,evaluation_mode,accuracy_mean,accuracy_std,accuracy_ci_low,accuracy_ci_high,pedagogical_score_mean,pedagogical_score_std,pedagogical_ci_low,pedagogical_ci_high,silent_error_rate,silent_error_std,silent_error_ci_low,silent_error_ci_high,parse_failure_pred_rate,parse_failure_pred_rate_std,parse_failure_pred_rate_ci_low,parse_failure_pred_rate_ci_high,selection_rate_mean,selection_rate_std,selection_rate_ci_low,selection_rate_ci_high,target_size_mean,selected_count_mean,min_selection_rate_mean,fallback_bucket_count_mean,relaxation_steps_any_json,budget_violations_any_json
qwen2.5:0.5b,dbr_medium,0,1,1,inference_recycling_only,0.43,0.0,0.43,0.43,4.72,0.0,4.72,4.72,0.18,0.0,0.18,0.18,0.03,0.0,0.03,0.03,0.97,0.0,0.97,0.97,100.0,97.0,0.8,0.0,"[""relax_incorrect_answer"", ""relax_low_reasoning"", ""relax_low_structure"", ""relax_silent_error""]","[{""parse_failure"": {""allowed_rate"": 0.0, ""allowed_count"": 0, ""actual_count"": 0, ""violation_count"": 0}, ""incorrect_answer"": {""allowed_rate"": 0.3, ""allowed_count"": 30, ""actual_count"": 54, ""violation_count"": 24}, ""silent_error"": {""allowed_rate"": 0.1, ""allowed_count"": 10, ""actual_count"": 17, ""violation_count"": 7}, ""low_reasoning"": {""allowed_rate"": 0.25, ""allowed_count"": 25, ""actual_count"": 46, ""violation_count"": 21}, ""low_structure"": {""allowed_rate"": 0.3, ""allowed_count"": 30, ""actual_count"": 37, ""violation_count"": 7}}]"
qwen2.5:0.5b,dbr_medium,1,1,1,inference_recycling_only,0.45,0.0,0.45,0.45,5.05,0.0,5.05,5.05,0.26,0.0,0.26,0.26,0.04,0.0,0.04,0.04,0.96,0.0,0.96,0.96,100.0,96.0,0.8,0.0,"[""relax_incorrect_answer"", ""relax_low_reasoning"", ""relax_low_structure"", ""relax_silent_error""]","[{""parse_failure"": {""allowed_rate"": 0.0, ""allowed_count"": 0, ""actual_count"": 0, ""violation_count"": 0}, ""incorrect_answer"": {""allowed_rate"": 0.3, ""allowed_count"": 30, ""actual_count"": 51, ""violation_count"": 21}, ""silent_error"": {""allowed_rate"": 0.1, ""allowed_count"": 10, ""actual_count"": 24, ""violation_count"": 14}, ""low_reasoning"": {""allowed_rate"": 0.25, ""allowed_count"": 25, ""actual_count"": 42, ""violation_count"": 17}, ""low_structure"": {""allowed_rate"": 0.3, ""allowed_count"": 30, ""actual_count"": 32, ""violation_count"": 2}}]"
qwen2.5:0.5b,dbr_medium,2,1,1,inference_recycling_only,0.47,0.0,0.47,0.47,4.98,0.0,4.98,4.98,0.26,0.0,0.26,0.26,0.03,0.0,0.03,0.03,0.97,0.0,0.97,0.97,100.0,97.0,0.8,0.0,"[""relax_incorrect_answer"", ""relax_low_reasoning"", ""relax_low_structure"", ""relax_silent_error""]","[{""parse_failure"": {""allowed_rate"": 0.0, ""allowed_count"": 0, ""actual_count"": 0, ""violation_count"": 0}, ""incorrect_answer"": {""allowed_rate"": 0.3, ""allowed_count"": 30, ""actual_count"": 50, ""violation_count"": 20}, ""silent_error"": {""allowed_rate"": 0.1, ""allowed_count"": 10, ""actual_count"": 23, ""violation_count"": 13}, ""low_reasoning"": {""allowed_rate"": 0.25, ""allowed_count"": 25, ""actual_count"": 41, ""violation_count"": 16}, ""low_structure"": {""allowed_rate"": 0.3, ""allowed_count"": 30, ""actual_count"": 34, ""violation_count"": 4}}]"
qwen2.5:0.5b,pure_recycling,0,1,1,inference_recycling_only,0.37,0.0,0.37,0.37,4.82,0.0,4.82,4.82,0.26,0.0,0.26,0.26,0.02,0.0,0.02,0.02,,,,,,,,,,
qwen2.5:0.5b,pure_recycling,1,1,1,inference_recycling_only,0.49,0.0,0.49,0.49,5.62,0.0,5.62,5.62,0.23,0.0,0.23,0.23,0.02,0.0,0.02,0.02,,,,,,,,,,
qwen2.5:0.5b,pure_recycling,2,1,1,inference_recycling_only,0.4,0.0,0.4,0.4,4.45,0.0,4.45,4.45,0.27,0.0,0.27,0.27,0.0,0.0,0.0,0.0,,,,,,,,,,
