run_id,run_dir,seed,model_name,generation,pure_count,dbr_count,matched_count,accuracy_pure_agg,accuracy_dbr_agg,pedagogy_pure_agg,pedagogy_dbr_agg,silent_pure_agg,silent_dbr_agg,accuracy_pure_matched,accuracy_dbr_matched,pedagogy_pure_matched,pedagogy_dbr_matched,silent_pure_matched,silent_dbr_matched,delta_accuracy_agg_dbr_minus_pure,delta_accuracy_matched_dbr_minus_pure,delta_pedagogy_agg_dbr_minus_pure,delta_pedagogy_matched_dbr_minus_pure,delta_silent_agg_dbr_minus_pure,delta_silent_matched_dbr_minus_pure,evaluation_mode
dbr_only_confirmatory_seed221_20260430_144427,outputs\runs\dbr_only_confirmatory_seed221_20260430_144427,221,qwen2.5:0.5b,2,100,100,100,0.4,0.47,4.45,4.98,0.27,0.26,0.4,0.47,4.45,4.98,0.27,0.26,0.06999999999999995,0.06999999999999995,0.5300000000000002,0.5300000000000002,-0.010000000000000009,-0.010000000000000009,inference_recycling_only
