model_name,branch,generation,bucket,seed_count,count_before_mean,count_after_mean,rate_before_mean,rate_after_mean
qwen2.5:0.5b,dbr_medium,0,long,3,65.66666666666667,63.666666666666664,0.6566666666666666,0.6638151641441836
qwen2.5:0.5b,dbr_medium,0,medium,3,34.333333333333336,32.333333333333336,0.3433333333333333,0.3361848358558164
qwen2.5:0.5b,dbr_medium,0,short,3,0.0,0.0,0.0,0.0
qwen2.5:0.5b,dbr_medium,1,long,3,65.66666666666667,64.0,0.6566666666666666,0.6573217137005797
qwen2.5:0.5b,dbr_medium,1,medium,3,34.333333333333336,33.333333333333336,0.3433333333333333,0.34267828629942026
qwen2.5:0.5b,dbr_medium,1,short,3,0.0,0.0,0.0,0.0
qwen2.5:0.5b,dbr_medium,2,long,3,65.66666666666667,63.333333333333336,0.6566666666666666,0.6581345413796139
qwen2.5:0.5b,dbr_medium,2,medium,3,34.333333333333336,33.0,0.3433333333333333,0.34186545862038614
qwen2.5:0.5b,dbr_medium,2,short,3,0.0,0.0,0.0,0.0
