model_name,branch,generation,bucket,seed_count,count_before_mean,count_after_mean,rate_before_mean,rate_after_mean
qwen2.5:0.5b,dbr_medium,0,long,1,33.0,32.0,0.66,0.6530612244897959
qwen2.5:0.5b,dbr_medium,0,medium,1,17.0,17.0,0.34,0.3469387755102041
qwen2.5:0.5b,dbr_medium,0,short,1,0.0,0.0,0.0,0.0
qwen2.5:0.5b,dbr_medium,1,long,1,33.0,31.0,0.66,0.6458333333333334
qwen2.5:0.5b,dbr_medium,1,medium,1,17.0,17.0,0.34,0.3541666666666667
qwen2.5:0.5b,dbr_medium,1,short,1,0.0,0.0,0.0,0.0
qwen2.5:0.5b,dbr_medium,2,long,1,33.0,32.0,0.66,0.6666666666666666
qwen2.5:0.5b,dbr_medium,2,medium,1,17.0,16.0,0.34,0.3333333333333333
qwen2.5:0.5b,dbr_medium,2,short,1,0.0,0.0,0.0,0.0
