run_id,seed,evaluation_mode,branch,generation_start,generation_end,delta_generation,delta_accuracy_mean,delta_pedagogical_score_mean,delta_silent_error_rate,delta_parse_failure_pred_rate
mode_compare_inference_seed61_20260424_200720,61,inference_recycling_only,anchor_20_append,0,1,gen1_minus_gen0,0.06,0.020000000000000462,0.06,0.0
mode_compare_inference_seed61_20260424_200720,61,inference_recycling_only,pure_recycling,0,1,gen1_minus_gen0,0.05999999999999994,0.3200000000000003,-0.06,0.0
mode_compare_inference_seed62_20260425_134516,62,inference_recycling_only,anchor_20_append,0,1,gen1_minus_gen0,-0.03999999999999998,0.17999999999999972,0.09999999999999998,0.0
mode_compare_inference_seed62_20260425_134516,62,inference_recycling_only,pure_recycling,0,1,gen1_minus_gen0,0.09999999999999998,0.14000000000000057,-0.040000000000000036,0.02
mode_compare_training_seed61_20260425_135513,61,training_recycling_feasibility,anchor_20_append,0,1,gen1_minus_gen0,0.08000000000000002,-0.7400000000000002,-0.03999999999999998,0.0
mode_compare_training_seed61_20260425_135513,61,training_recycling_feasibility,pure_recycling,0,1,gen1_minus_gen0,-0.08000000000000002,-0.3799999999999999,-0.01999999999999999,0.04
mode_compare_training_seed62_20260425_140453,62,training_recycling_feasibility,anchor_20_append,0,1,gen1_minus_gen0,-0.06,-0.0600000000000005,0.04000000000000001,0.060000000000000005
mode_compare_training_seed62_20260425_140453,62,training_recycling_feasibility,pure_recycling,0,1,gen1_minus_gen0,0.0,-0.13999999999999968,-0.07999999999999999,0.08
